"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleJaccard record1Value","[0] MovieTitleJaccard record2Value","[0] MovieTitleJaccard record1PreprocessedValue","[0] MovieTitleJaccard record2PreprocessedValue","[0] MovieTitleJaccard similarity","[0] MovieTitleJaccard postproccesedSimilarity","[1] MovieDirectorJaccard record1Value","[1] MovieDirectorJaccard record2Value","[1] MovieDirectorJaccard record1PreprocessedValue","[1] MovieDirectorJaccard record2PreprocessedValue","[1] MovieDirectorJaccard similarity","[1] MovieDirectorJaccard postproccesedSimilarity","[2] MovieProducerJaccard record1Value","[2] MovieProducerJaccard record2Value","[2] MovieProducerJaccard record1PreprocessedValue","[2] MovieProducerJaccard record2PreprocessedValue","[2] MovieProducerJaccard similarity","[2] MovieProducerJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","dbpedia_id_535","HM_id_4513","0.0",,"Manchi Manushulu","Mary Magdalene","Manchi Manushulu","Mary Magdalene","0.0","0.0","V. B. Rajendra Prasad","Garth Davis","V. B. Rajendra Prasad","Garth Davis","0.0","0.0","V. B. Rajendra Prasad","Helen Edmundson","V. B. Rajendra Prasad","Helen Edmundson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9548","HM_id_4411","0.2",,"The Chronicles of Narnia (film series)","The Child of the Sahara","The Chronicles of Narnia (film series)","The Child of the Sahara","0.25","0.25","Andrew Adamson","Laurent Merlin","Andrew Adamson","Laurent Merlin","0.0","0.0","Mark Johnson","Laurent Merlin","Mark Johnson","Laurent Merlin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_185","HM_id_1638","0.2",,"The Tale of Genji (1951 film)","The Tailor of Panama","The Tale of Genji (1951 film)","The Tailor of Panama","0.25","0.25","Kōzaburō Yoshimura","John Boorman","Kōzaburō Yoshimura","John Boorman","0.0","0.0","Masaichi Nagata","John le Carré","Masaichi Nagata","John le Carré","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9278","HM_id_3512","0.9",,"City of Ember","City of Ember","City of Ember","City of Ember","1.0","1.0","Gil Kenan","Gil Kenan","Gil Kenan","Gil Kenan","1.0","1.0","Gary Goetzman","Caroline Thompson","Gary Goetzman","Caroline Thompson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7663","HM_id_4334","0.26666666666666666",,"The Cocoanuts","The Comedian","The Cocoanuts","The Comedian","0.3333333333333333","0.3333333333333333","Joseph Santley","Taylor Hackford","Joseph Santley","Taylor Hackford","0.0","0.0","Monta Bell","Art Linson","Monta Bell","Art Linson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9373","HM_id_2590","0.9",,"Superbad","Superbad","Superbad","Superbad","1.0","1.0","Greg Mottola","Greg Mottola","Greg Mottola","Greg Mottola","1.0","1.0","Judd Apatow","Seth Rogen","Judd Apatow","Seth Rogen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4084","HM_id_1758","0.9","1","Lakeview Terrace","Lakeview Terrace","Lakeview Terrace","Lakeview Terrace","1.0","1.0","Neil LaBute","Neil LaBute","Neil LaBute","Neil LaBute","1.0","1.0","Will Smith","David Loughery","Will Smith","David Loughery","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9373","HM_id_2585","0.0",,"Superbad","Superman/Doomsday","Superbad","Superman/Doomsday","0.0","0.0","Greg Mottola","Lauren Montgomery","Greg Mottola","Lauren Montgomery","0.0","0.0","Judd Apatow","Jerry Siegel","Judd Apatow","Jerry Siegel","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4985","HM_id_3461","0.17777777777777778",,"Day of the Dead (2008 film)","Dawn of the Planet of the Apes","Day of the Dead (2008 film)","Dawn of the Planet of the Apes","0.2222222222222222","0.2222222222222222","Steve Miner","Matt Reeves","Steve Miner","Matt Reeves","0.0","0.0","Boaz Davidson","Mark Bomback","Boaz Davidson","Mark Bomback","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6782","HM_id_3660","0.9","1","Austin Powers in Goldmember","Austin Powers in Goldmember","Austin Powers in Goldmember","Austin Powers in Goldmember","1.0","1.0","Jay Roach","Jay Roach","Jay Roach","Jay Roach","1.0","1.0"," Mike Myers","Mike Myers"," Mike Myers","Mike Myers","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9772","HM_id_3806","0.0",,"Beginners","Benji","Beginners","Benji","0.0","0.0","Mike Mills","Brandon Camp","Mike Mills","Brandon Camp","0.0","0.0","Lars Knudsen","Brandon Camp","Lars Knudsen","Brandon Camp","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9373","HM_id_2582","0.0",,"Superbad","Surrogates","Superbad","Surrogates","0.0","0.0","Greg Mottola","Jonathan Mostow","Greg Mottola","Jonathan Mostow","0.0","0.0","Judd Apatow","Michael Ferris","Judd Apatow","Michael Ferris","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9163","HM_id_1450","0.9",,"The Dish","The Dish","The Dish","The Dish","1.0","1.0","Rob Sitch","Rob Sitch","Rob Sitch","Rob Sitch","1.0","1.0"," Santo Cilauro","Santo Cilauro"," Santo Cilauro","Santo Cilauro","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4985","HM_id_3462","0.34285714285714286",,"Day of the Dead (2008 film)","Dawn of the Dead","Day of the Dead (2008 film)","Dawn of the Dead","0.42857142857142855","0.42857142857142855","Steve Miner","Zack Snyder","Steve Miner","Zack Snyder","0.0","0.0","Boaz Davidson","George A. Romero","Boaz Davidson","George A. Romero","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5514","HM_id_3106","0.0",,"Jennifer's Body","Jersey Boys","Jennifer's Body","Jersey Boys","0.0","0.0","Karyn Kusama","Clint Eastwood","Karyn Kusama","Clint Eastwood","0.0","0.0","Jason Reitman","Marshall Brickman","Jason Reitman","Marshall Brickman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2159","HM_id_1203","0.8666666666666667",,"Sophie and the Rising Sun (film)","Sophie and the Rising Sun","Sophie and the Rising Sun (film)","Sophie and the Rising Sun","0.8333333333333334","0.8333333333333334","Maggie Greenwald","Maggie Greenwald","Maggie Greenwald","Maggie Greenwald","1.0","1.0","Maggie Greenwald","Maggie Greenwald","Maggie Greenwald","Maggie Greenwald","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_1295","HM_id_2556","0.30000000000000004",,"The Adventures of Mark Twain (1985 film)","The Adventures of Tintin","The Adventures of Mark Twain (1985 film)","The Adventures of Tintin","0.375","0.375","Will Vinton","Steven Spielberg","Will Vinton","Steven Spielberg","0.0","0.0","Will Vinton","Hergé","Will Vinton","Hergé","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7185","HM_id_2466","0.11428571428571428",,"The English Patient (film)","The Encounter: Paradise Lost","The English Patient (film)","The Encounter: Paradise Lost","0.14285714285714285","0.14285714285714285","Anthony Minghella","Bobby Smyth","Anthony Minghella","Bobby Smyth","0.0","0.0","Saul Zaentz","Sean Paul Murphy","Saul Zaentz","Sean Paul Murphy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4161","HM_id_3563","0.0",,"Bullitt","Burlesque","Bullitt","Burlesque","0.0","0.0","Peter Yates","Steve Antin","Peter Yates","Steve Antin","0.0","0.0","Philip D'Antoni","Steve Antin","Philip D'Antoni","Steve Antin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4161","HM_id_3564","0.0",,"Bullitt","Buried","Bullitt","Buried","0.0","0.0","Peter Yates","Rodrigo Cortés","Peter Yates","Rodrigo Cortés","0.0","0.0","Philip D'Antoni","Chris Sparling","Philip D'Antoni","Chris Sparling","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3660","HM_id_2496","0.22857142857142856",,"The Company of Wolves","The Count of Monte Cristo","The Company of Wolves","The Count of Monte Cristo","0.2857142857142857","0.2857142857142857","Neil Jordan","Kevin Reynolds","Neil Jordan","Kevin Reynolds","0.0","0.0","Stephen Woolley","Alexandre Dumas","Stephen Woolley","Alexandre Dumas","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1143","HM_id_1978","0.26666666666666666",,"The Internship","The Invisible","The Internship","The Invisible","0.3333333333333333","0.3333333333333333","Shawn Levy","David S. Goyer","Shawn Levy","David S. Goyer","0.0","0.0","Shawn Levy","Mick Davis","Shawn Levy","Mick Davis","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7359","HM_id_4294","0.9",,"Battle: Los Angeles","Battle Los Angeles","Battle: Los Angeles","Battle Los Angeles","1.0","1.0","Jonathan Liebesman","Jonathan Liebesman","Jonathan Liebesman","Jonathan Liebesman","1.0","1.0","Neal H. Moritz","Christopher Bertolini","Neal H. Moritz","Christopher Bertolini","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2055","HM_id_2504","0.26666666666666666",,"The Counselor","The Collection","The Counselor","The Collection","0.3333333333333333","0.3333333333333333","Ridley Scott","Marcus Dunstan","Ridley Scott","Marcus Dunstan","0.0","0.0","Nick Wechsler","Patrick Melton","Nick Wechsler","Patrick Melton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2055","HM_id_2503","0.26666666666666666",,"The Counselor","The Collector","The Counselor","The Collector","0.3333333333333333","0.3333333333333333","Ridley Scott","Marcus Dunstan","Ridley Scott","Marcus Dunstan","0.0","0.0","Nick Wechsler","Patrick Melton","Nick Wechsler","Patrick Melton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2015","HM_id_2502","0.17777777777777778",,"The Count of Monte Cristo (2002 film)","The Color of Magic","The Count of Monte Cristo (2002 film)","The Color of Magic","0.2222222222222222","0.2222222222222222","Kevin Reynolds","David Jason","Kevin Reynolds","David Jason","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","dbpedia_id_9403","HM_id_3878","0.8333333333333334","1","Dumb and Dumber To","Dumb and Dumber To","Dumb and Dumber To","Dumb and Dumber To","1.0","1.0","Bobby Farrelly","Bobby Farrelly","Bobby Farrelly","Bobby Farrelly","0.3333333333333333","0.3333333333333333","Bobby Farrelly","Sean Anders","Bobby Farrelly","Sean Anders","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5250","HM_id_1759","0.0",,"Soapdish","Somewhere","Soapdish","Somewhere","0.0","0.0","Michael Hoffman","Sofia Coppola","Michael Hoffman","Sofia Coppola","0.0","0.0","Aaron Spelling","Sofia Coppola","Aaron Spelling","Sofia Coppola","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2055","HM_id_2500","0.26666666666666666",,"The Counselor","The Congress","The Counselor","The Congress","0.3333333333333333","0.3333333333333333","Ridley Scott","Ari Folman","Ridley Scott","Ari Folman","0.0","0.0","Nick Wechsler","Stanislaw Lem","Nick Wechsler","Stanislaw Lem","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9593","HM_id_3016","0.9","1","Lone Survivor","Lone Survivor","Lone Survivor","Lone Survivor","1.0","1.0","Peter Berg","Peter Berg","Peter Berg","Peter Berg","1.0","1.0"," Peter Berg","Peter Berg"," Peter Berg","Peter Berg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4183","HM_id_4542","0.26666666666666666",,"The Informant!","The Insult","The Informant!","The Insult","0.3333333333333333","0.3333333333333333","Steven Soderbergh","Ziad Doueiri","Steven Soderbergh","Ziad Doueiri","0.0","0.0","Gregory Jacobs","Ziad Doueiri","Gregory Jacobs","Ziad Doueiri","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3965","HM_id_3451","0.5333333333333333",,"Death at a Funeral (2010 film)","Death at a Funeral","Death at a Funeral (2010 film)","Death at a Funeral","0.6666666666666666","0.6666666666666666","Neil LaBute","Frank Oz","Neil LaBute","Frank Oz","0.0","0.0","Chris Rock","Dean Craig","Chris Rock","Dean Craig","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4750","HM_id_3755","0.0",,"3688","360","3688","360","0.0","0.0","Royston Tan","Fernando Meirelles","Royston Tan","Fernando Meirelles","0.0","0.0","Royston Tan","Peter Morgan","Royston Tan","Peter Morgan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6850","HM_id_3548","0.9","1","Case 39","Case 39","Case 39","Case 39","1.0","1.0","Christian Alvart","Christian Alvart","Christian Alvart","Christian Alvart","1.0","1.0","Kevin Misher","Ray Wright","Kevin Misher","Ray Wright","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3897","HM_id_2274","0.08888888888888889",,"The Seven Little Foys","The Secret Life of Walter Mitty","The Seven Little Foys","The Secret Life of Walter Mitty","0.1111111111111111","0.1111111111111111","Melville Shavelson","Ben Stiller","Melville Shavelson","Ben Stiller","0.0","0.0","Jack Rose","Steve Conrad","Jack Rose","Steve Conrad","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1088","HM_id_3379","1.0","1","Enemy at the Gates","Enemy at the Gates","Enemy at the Gates","Enemy at the Gates","1.0","1.0","Jean-Jacques Annaud","Jean-Jacques Annaud","Jean-Jacques Annaud","Jean-Jacques Annaud","1.0","1.0","Jean-Jacques Annaud","Jean-Jacques Annaud","Jean-Jacques Annaud","Jean-Jacques Annaud","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_7586","HM_id_4341","0.0",,"Starlift","Still/Born","Starlift","Still/Born","0.0","0.0","Roy Del Ruth","Brandon Christensen","Roy Del Ruth","Brandon Christensen","0.0","0.0","Robert Arthur","Brandon Christensen","Robert Arthur","Brandon Christensen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_402","HM_id_3435","0.0",,"Desoddharakulu","Devil","Desoddharakulu","Devil","0.0","0.0","C. S. Rao","John Erick Dowdle","C. S. Rao","John Erick Dowdle","0.0","0.0","U. Visweswar Rao","Brian Nelson","U. Visweswar Rao","Brian Nelson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_402","HM_id_3436","0.0",,"Desoddharakulu","Detachment","Desoddharakulu","Detachment","0.0","0.0","C. S. Rao","Tony Kaye","C. S. Rao","Tony Kaye","0.0","0.0","U. Visweswar Rao","Carl Lund","U. Visweswar Rao","Carl Lund","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9577","HM_id_1052","0.26666666666666666",,"The Conspirator","The Commuter","The Conspirator","The Commuter","0.3333333333333333","0.3333333333333333","Robert Redford","Jaume Collet-Serra","Robert Redford","Jaume Collet-Serra","0.0","0.0","Robert Redford","Byron Willinger","Robert Redford","Byron Willinger","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_402","HM_id_3439","0.0",,"Desoddharakulu","Derailed","Desoddharakulu","Derailed","0.0","0.0","C. S. Rao","Mikael Håfström","C. S. Rao","Mikael Håfström","0.0","0.0","U. Visweswar Rao","Stuart Beattie","U. Visweswar Rao","Stuart Beattie","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2773","HM_id_1739","0.9","1","Anomalisa","Anomalisa","Anomalisa","Anomalisa","1.0","1.0"," Duke Johnson","Duke Johnson"," Duke Johnson","Duke Johnson","1.0","1.0","Charlie Kaufman","Charlie Kaufman","Charlie Kaufman","Charlie Kaufman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9373","HM_id_4335","0.0",,"Superbad","Submergence","Superbad","Submergence","0.0","0.0","Greg Mottola","Wim Wenders","Greg Mottola","Wim Wenders","0.0","0.0","Judd Apatow","Erin Dignam","Judd Apatow","Erin Dignam","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9283","HM_id_2931","1.0",,"Moulin Rouge!","Moulin Rouge!","Moulin Rouge!","Moulin Rouge!","1.0","1.0","Baz Luhrmann","Baz Luhrmann","Baz Luhrmann","Baz Luhrmann","1.0","1.0","Baz Luhrmann","Baz Luhrmann","Baz Luhrmann","Baz Luhrmann","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_9191","HM_id_2425","0.26666666666666666",,"The Grudge","The Grey","The Grudge","The Grey","0.3333333333333333","0.3333333333333333","Takashi Shimizu","Joe Carnahan","Takashi Shimizu","Joe Carnahan","0.0","0.0","Robert Tapert","Joe Carnahan","Robert Tapert","Joe Carnahan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9514","HM_id_3980","0.0",,"Blindman","Blackhat","Blindman","Blackhat","0.0","0.0","Ferdinando Baldi","Michael Mann","Ferdinando Baldi","Michael Mann","0.0","0.0","","Morgan Davis Foehl","","Morgan Davis Foehl","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5120","HM_id_4344","0.8","1","Red Dawn","Red Dawn","Red Dawn","Red Dawn","1.0","1.0","John Milius","Dan Bradley","John Milius","Dan Bradley","0.0","0.0","Buzz Feitshans","Carl Ellsworth","Buzz Feitshans","Carl Ellsworth","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9895","HM_id_1618","0.26666666666666666",,"The Shootist","The Shallows","The Shootist","The Shallows","0.3333333333333333","0.3333333333333333","Donald Siegel","Jaume Collet-Serra","Donald Siegel","Jaume Collet-Serra","0.0","0.0","William Edwin Self","Anthony Jaswinski","William Edwin Self","Anthony Jaswinski","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8209","HM_id_4693","0.0",,"Tigerland","Tickled","Tigerland","Tickled","0.0","0.0","Joel Schumacher","David Farrier","Joel Schumacher","David Farrier","0.0","0.0","Arnon Milchan","David Farrier","Arnon Milchan","David Farrier","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1127","HM_id_2270","0.9","1","The Skeleton Key","The Skeleton Key","The Skeleton Key","The Skeleton Key","1.0","1.0","Iain Softley","Iain Softley","Iain Softley","Iain Softley","1.0","1.0","Iain Softley","Ehren Kruger","Iain Softley","Ehren Kruger","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6090","HM_id_2111","0.26666666666666666",,"Watch on the Rhine","Wasted on the Young","Watch on the Rhine","Wasted on the Young","0.3333333333333333","0.3333333333333333","Herman Shumlin","Ben C. Lucas","Herman Shumlin","Ben C. Lucas","0.0","0.0","Hal B. Wallis","Ben C. Lucas","Hal B. Wallis","Ben C. Lucas","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3259","HM_id_4570","0.9","1","Big Fat Liar","Big Fat Liar","Big Fat Liar","Big Fat Liar","1.0","1.0","Shawn Levy","Shawn Levy","Shawn Levy","Shawn Levy","1.0","1.0","Brian Robbins","Dan Schneider","Brian Robbins","Dan Schneider","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5161","HM_id_2632","0.0",,"Spaceballs","Spring","Spaceballs","Spring","0.0","0.0","Mel Brooks","Justin Benson","Mel Brooks","Justin Benson","0.0","0.0","Mel Brooks","Justin Benson","Mel Brooks","Justin Benson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3806","0.0",,"Beerfest","Benji","Beerfest","Benji","0.0","0.0","Jay Chandrasekhar","Brandon Camp","Jay Chandrasekhar","Brandon Camp","0.0","0.0","Bill Gerber","Brandon Camp","Bill Gerber","Brandon Camp","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2457","HM_id_3943","0.30000000000000004",,"The Twilight Saga: Eclipse","The Twilight Saga: Breaking Dawn - Part 1","The Twilight Saga: Eclipse","The Twilight Saga: Breaking Dawn - Part 1","0.375","0.375","David Slade","Bill Condon","David Slade","Bill Condon","0.0","0.0","Wyck Godfrey","Melissa Rosenberg","Wyck Godfrey","Melissa Rosenberg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5161","HM_id_2638","0.0",,"Spaceballs","Speak","Spaceballs","Speak","0.0","0.0","Mel Brooks","Jessica Sharzer","Mel Brooks","Jessica Sharzer","0.0","0.0","Mel Brooks","Laurie Halse Anderson","Mel Brooks","Laurie Halse Anderson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_934","HM_id_2747","1.0",,"Road to Paloma","Road to Paloma","Road to Paloma","Road to Paloma","1.0","1.0","Jason  Momoa","Jason Momoa","Jason  Momoa","Jason Momoa","1.0","1.0","Jason  Momoa","Jason Momoa","Jason  Momoa","Jason Momoa","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_5161","HM_id_2635","0.0",,"Spaceballs","Spider-Man","Spaceballs","Spider-Man","0.0","0.0","Mel Brooks","Sam Raimi","Mel Brooks","Sam Raimi","0.0","0.0","Mel Brooks","Stan Lee","Mel Brooks","Stan Lee","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_1171","0.0",,"Paheli","Paradox","Paheli","Paradox","0.0","0.0","Amol Palekar","Wilson Yip","Amol Palekar","Wilson Yip","0.0","0.0","Gauri Khan","Nick Cheuk","Gauri Khan","Nick Cheuk","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1921","HM_id_4569","0.0",,"Superdad","Submission","Superdad","Submission","0.0","0.0","Vincent McEveety","Richard Levine","Vincent McEveety","Richard Levine","0.0","0.0","Bill Anderson","Richard Levine","Bill Anderson","Richard Levine","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3645","HM_id_1052","0.26666666666666666",,"The Conversation","The Commuter","The Conversation","The Commuter","0.3333333333333333","0.3333333333333333","Francis Ford Coppola","Jaume Collet-Serra","Francis Ford Coppola","Jaume Collet-Serra","0.0","0.0","Francis Ford Coppola","Byron Willinger","Francis Ford Coppola","Byron Willinger","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6566","HM_id_2513","0.26666666666666666",,"The Caretakers","The Campaign","The Caretakers","The Campaign","0.3333333333333333","0.3333333333333333","Hall Bartlett","Jay Roach","Hall Bartlett","Jay Roach","0.0","0.0","Hall Bartlett","Chris Henchy","Hall Bartlett","Chris Henchy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8575","HM_id_1379","0.26666666666666666",,"The Wannabes","The Wall","The Wannabes","The Wall","0.3333333333333333","0.3333333333333333","Nick Giannopoulos","Doug Liman","Nick Giannopoulos","Doug Liman","0.0","0.0","Nick Giannopoulos","Dwain Worrell","Nick Giannopoulos","Dwain Worrell","0.0","0.0"
